text,label,language
bgm is chindi,0,kannada
oruthara mela nenga viswasam katrathukaga inoruthara yen asinga paduthuringa sema,0,tamil
harris jayraj after a long tym,0,tamil
diya idond name alla,1,kannada
thala voice ketgavea thirupa thitupa paakura,0,tamil
பைசா நோட்ட உத்துபார்த்தா காந்தியதான் காணும் பாடல் யாருக்கெல்லாம் பிடிக்கும்,0,tamil
eth kando nere chovve dialog parayan areyilla avedayum poy oolayakan eyalkk nanamille,5,tamil
namba attchi varum illa thambi varum,0,tamil
padathula ethana per irunthaalum thalaivar thaniya theriyuraru pa mass marana mass trailer,0,tamil
trailer therikudhu 90 s kids padam jayam ravi sir,0,tamil
vera level acting thaliva jayam ravi anna va putichavuga like pannuga,0,tamil
வீர வன்னியர் குல சத்திரிய வம்சமாட krishnagiri படம் வெற்றி பெற வாழ்த்துக்கள்,4,tamil
adichathu addi vanghunavanuke therriyakoodatha appo ethuku addikiree,2,tamil
make it 1 million comment guys,0,tamil
100k likes in 30 mins thalaaaaa marana waiting,0,tamil
100 kodi adikirom ajith thatha va thookurom,2,tamil
build up konjam over but paakalam epo enna veanumnalum maaralam,4,tamil
ನಾರಾಯಣ ಸಂತ ಅವರ ಮಹಾಭಾರತದ ಪುಸ್ತಕದ ಮಾಹಿತಿ ಕಳುಹಿಸಿ,0,kannada
திரௌபதி trailer சேம வன்னியர் குல சத்ரியன்காக வந்த படம்,0,tamil
yenda ajith fans gala like pandra like pandra nu dislike ah pandringa thu nandri ketta nainga pink remake ku irukuda,3,tamil
yaarlam andha mersal scene la nejamaave sirichinga appo sj suriya oru reaction kudupane,0,tamil
yarellam 1 dhadavaiku mela indha vid wa pakka vandhinga,0,tamil
செம்ம மாஸ் ஃபிலிம் i am waiting bro,0,tamil
all celebrities handsup challenge avane srimannarayana movie handsup song kannadan,5,kannada
we want iron man old dubbing voice,0,tamil
சாதி பேசும் தேவடியா மக்கள் செத்தே தீருவார்கள்,4,tamil
2 12 sec chance eh illa sema mass,0,tamil
aishwarya s slang was not like sri lankan tamil it s different,0,tamil
enna da ellam avan seyal mari iruku,2,tamil
unga confidence level 69 illa thalaiva,0,tamil
enga anna ku dislikes potavanga ellam kena pundainga,4,tamil
omg 100k in just 30min luv u thalaaaaaaaaaaa,0,tamil
2036 rajini nan arasiyaluku varuvathu uruthi,0,tamil
pakka mass teaser better than utter flop bairava,4,tamil
thalaiva nee va naanga irrukum nee maatum thaan thalaiva,4,tamil
super good like a hollywood movie,0,tamil
poradatha avan pokavum matta sakavum matta thala waiting for aug 24 and ak 47,0,tamil
thala mass one day innum finish aagala 4 million views thandiruchu semmaaaa,0,tamil
music super ra iruku solravaga like poduga kaappaan,0,tamil
does it come in hindi dubbbed,0,tamil
அனைத்து வன்னியர் சங்கம் சார்பில் வெற்றி பெற வாழ்த்துக்கள்,0,tamil
inga rajini vena but soldravan poora ttv support panni avana admk sekra mama vela paakuravan thaan,2,tamil
காதல் தவறல்ல காதலிப்பதும் தவறல்ல பெண்ணுக்கா அறிவு சார்ந்த சமுதாயம் சார்ந்த விஷயங்கள் தெரியும் பொழுது அவள் நிச்சயம் சரியான துணையை தேர்ந்தெடுத்தால் அதற்கு இந்த படம் நிச்சயம் உதவும் திரௌபதி வெற்றி பெற வாழ்த்துக்கள்,0,tamil
semma semma semma semmaa semmaaa semmaaaaaa,0,tamil
sathi illai endru sollum comaligal pa ranjith sadhi irukku endru kadharum podhu than iru kaigalai payan paduthi munnum pinnum moodi kondu selgirargal,3,tamil
selvaragavan padam புரிய ஒரு யுகமே தேவபா,2,tamil
zaroor dekhenge lekin jaldi hindi me aa jaye,5,tamil
surya rocking in youtube trending kaapaan thandaalkaran,0,tamil
best wishes from mega mammootty fans,0,tamil
sir nivu tumba olle olle programs madtira sir,0,kannada
wt abt devarkonda,5,kannada
super d boss fan s like madi,0,kannada
polichu adetha oru iron orapikaamm,5,tamil
495k views la stuck ayiduchu,0,tamil
பரியேறும் பெருமாள் படத்தில் அந்த பெண்தான் பையனை காதலிப்பது போலவும் அந்த பையன் விலகிச்செல்வது போலவும் காட்டப்பட்டிருக்கும் தாழ்த்தப்பட்ட இளைஞர்களைத்தவிர மற்ற சாதி இளைஞர்களைக் காதலித்து திருமணம் செய்தால் என்ன செய்வீர்கள்,0,tamil
nijavaglu belakaythu shankar sir,0,kannada
1 41 second goosebumps movement bgm vera lvl,0,tamil
தன் வீட்டு பெண்ணை ஏமாற்றும் நாய்களுக்கு இந்தப் படம் செருப்படி,3,tamil
shuruaat me daraa diyaa koi bhi chota bacha dekhkar rone lagtaa,5,tamil
pink remake ana amitab bachan alavuku la mass a nadikave midiyathu,2,tamil
bro nadaha kadhal na enna konjam sollunga puriyala,0,tamil
i think indha padathula mr rangaraj pandey nadichirukalam main roll la,2,tamil
loosu payalugala 96 la epo da thalaivar politics ku varen nnu sonnaru ku muttaigala,4,tamil
அண்ணா மோகன் அவர்களுக்கு மூன்று கோடி வன்னிய இளைஞர்கள் நாங்கள் இருக்கிறோம் அண்ணன் மோகன் அவர்களுக்கு மூன்று கோடி வன்னிய இளைஞர்கள் நாங்கள் இருக்கிறோம் உங்கள் பின்னாடி வாழ்த்துக்கள் அண்ணா வாழ்த்துக்கள்,0,tamil
trailere ivlo mokkaya iruntha padam evlo mokkaya irukkum,4,tamil
lite a batman bike sound ketta maari irukke,1,tamil
ஜாதி வெறி கூட்டங்கள் அனைத்தும் ஒன்றினைந்து பல் இலிக்கிறது அப்பட்டமாக தெரிகிறது டேய் மாங்கா காய்ஸ் உங்களா நினைச்சா ரொம்ப பாவமா இருக்குடா,0,tamil
en uyir thala love u enna classssuuuu,0,tamil
ivlo mokayana trailera pathiruntha padatha pakama irunthirupen,3,tamil
telugollani evvarni pettara em baaledu pori,5,tamil
number 1 trending in uae wow,0,tamil
எல்லோரும் சமம் சாதி வெறிக்கும் சமத்துவத்திற்கும் வித்தியாசம் உள்ளது இதை உணர்த்துவதற்கு சென்னை பெரு வெள்ளம் தான் வரனுமா,0,tamil
graphics sari illa nu solrathukune oru gang suthum parunga,0,tamil
hiii suriya nayakan i am s3 1500 time watching ready thanks i am tamilnadu suriya fan,0,tamil
nija helbekandre ee song yako sync aagtilla movie trailer type ge,4,kannada
ஜெயம் ரவி ஆர்மி நீ நல்ல மனிதன் உன் படங்கள் சொல்லும் அதை,0,tamil
rangraj pandey ennaya pandra court la over aah pesuna court aah vittu kuda thorathida poranga,2,tamil
குளித்தலை முத்தரையர்கள் சார்பாக திரெளபதி களமாட மனமார்ந்த வாழ்த்துகள்,0,tamil
full movie dalo handi my yr,5,tamil
கடலூா் மாவட்டம் குறிஞ்சிப்பாடி வன்னியா்கள் சாா்பாக வாழ்த்துக்கள்,0,tamil
2019 utter flop in sandlewood,3,kannada
today morning 10 vaati pathavange like pannunge,0,tamil
may be same as pink movie,0,tamil
vijay seythupathi arun vijay sema mass,0,tamil
ಸಾರ್ ಈ ಮೂವಿ ಪಕ್ಕ ಚರಿತ್ರೆ ಸೃಷ್ಟಿ ಮಾಡುತ್ತೆ ಕರುನಾಡ ಕಲಾ ಕೇಸರಿ ಚಾಲೆಂಜಿಂಗ್ ಸ್ಟಾರ್ ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಆಲ್ ದ ಬೆಸ್ಟ್,0,kannada
i am waiting my sweet dr,0,tamil
hahahahaha itna galat kse ho skte ho bhai,5,tamil
kathi padam bgm maathiri last bgm illeya,2,tamil
valthukkal enrum thalapathy rasikan samayan maduraikaran,0,tamil
viswasam 7hrs 1million likes still petta mukkifyng,2,tamil
சாதி வெறியர்களின் ஆதரவு நிச்சயம் இந்த படத்திற்கு உண்டு மனிதனின் மாண்பு அழிய சாதி வளரும் இப்பல்லாம் யாருப சாதி பாக்குறாங்க அழிக்கப்பட வேண்டிய விஷச் செடியை விருட்சமாக வளர்த்தெடுப்பொம் பிறப்பால் உயர்வு தாழ்வு பார்ப்போம்,0,tamil
thala u1 erundha adhu mass dha,0,tamil
மோகன் g waiting for movie திரௌபதி,0,tamil
mia khalifa fan club சார்பாக வாழ்த்துக்கள்,0,tamil
waiting for 10m views wait pantravanga like podunga,0,tamil
enada music kanda mudi ela silurkuthu acting enomo paniko music ah mattum vitratha thambi,2,tamil
bigil koodaye modhurapdi adhu idhuthanda verithanam,1,tamil
arun vijay looks dapper taru maru,0,tamil
அரசியல் படம் எடுப்பது லாபத்திற்காக அப்டின்னு சொல்பவன் எல்லாம் தமிழ்நாட்டிலயே இருகாதிங்கடா எங்கயாவது போய்டுங்க,4,tamil
massive cut jai thala jai pspk,0,tamil
sama super ma love you surya,0,tamil
pota naya jayam ravi nee pesurtha nayai mathiri irrukum nee thalaivar comment pannara seruppu naya,2,tamil
திருப்பி அடிப்போம் வெல்வோம்,3,tamil
thalaivaaaaaaaaaaa alludhu style u maassss vaera evanavadhu irundhaa apadiyae vodi poiduu rajinified,1,tamil
dea endha jadhe erundhahum personality etukkuda,4,tamil
remba varusam kalichu oru nalla padam release aga pothu pola,0,tamil
thala dialogue delivery vara level marana waiting nkp movie,0,tamil
super song,0,kannada
padathula vfx irruka padamey vfx ah irrukuda,1,tamil
nanu 2 sala nodidini,0,kannada
kk na yaaru kamal and kenny,1,tamil
உண்மையை உரக்கச் சொல்வோம் திரௌபதி,0,tamil
enna kanravudaaa ithu sotta manda dala,1,tamil
kaala is underrated of rajini movies,0,tamil
ಸಾಂಗ್ ಚಿಂದಿ ಗುರು,0,kannada
amma ki movie h ya kise dummy ki make up wale ko lalantop prize,5,tamil
padam kandippa mba poguthu eluthi vachikkoooo,0,tamil
gubaal tennis ge ball,5,kannada
en anna surya love u annaaaaa surya annaa,0,tamil
yuvan yuvan yuvan yuvan yuvan yappavumeee ni top dhan thalaivaa yuvan veriyan,0,tamil
ayyo ippove padam release pannungappa i can t wait till pongal,0,tamil
yake avru uninstall madak hinde munde nodtidare andre avrige amount bartide ansutte tiktok enda,3,kannada
yaha meri tarah kis kis ko tamil nahi aata sirf video dekh ke film ki story samajhne ki kosis kar rahe hai,5,tamil
டேய் எவ்வளவு நாளா எங்கடா இருந்தீங்க வாங்டா படம் மாபெரும் வெற்றி அடையும் வாழ்த்துகள்,0,tamil
he need break,5,kannada
ஒரு சமுகத்தை கீழ்தரமாக வச்சி இருப்பவர்கள் சிந்திக்க வேண்டிய தருணம் இது நீயாக திருந்து இல்லை திருத்தப்படுவாய் தலித்துகள் கவணத்திற்கு,3,tamil
aranthangi வாணியர் செட்டியார் சார்பாக இந்த திரைபடம் வெற்றி பெற வாழ்த்துக்கள்,0,tamil
pppaaaa enna dialogue delivery 68 vayasada idhu,0,tamil
படம் வேர லெவல் சப்போட் வேர லெவல் இருக்கவேன்டும்,0,tamil
padam varumla thambi may 31 padam varum paru,0,tamil
சாதி வெறி படம் அல்லா இது நம்மா விட்டு பெண்ணை கயவர் கையில் இருந்து காப்பாற்று படம்,0,tamil
மூப்பனார் சமூகத்தின் சார்பாக படம் வெற்றி வாகை சூட வாழ்த்துகிறோம்,0,tamil
super hands up,0,kannada
trailer attamyai vera level app padam atthukum melai,0,tamil
yaarlaam viswasam trailer paathutu inga varinga,0,tamil
yaaru ya lightning vera level la iruku,0,tamil
vikram fans hit the like button,0,tamil
adengappa enna effectra vera level trailer massssssssss,0,tamil
vadachennai ku aprom oru come back pa,0,tamil
marana mass amai kunjugalla odungada vj rocks again,3,tamil
diwali ku bigil and kaithi rendume hit aagum nu solravanga like pannunga,0,tamil
head phones la bgm therikuthuuuuu semma trailer,0,tamil
24k potta pasanga vandhu paathutu poirkaanga,1,tamil
thevarinam saarpaga padam maaperum vetri pera vazhthukal mohan g rocks,0,tamil
gokka makka fully rajinism athuvum last touch semmma adichu underwear oda vitruven yaruku sollirukaro,1,tamil
vera level aadhi anna love you so much,0,tamil
i am dhanush veriyan da mass vera level,0,tamil
வாரே வா செம ஆக்சன் பேக் இருக்கு heavy expectation eagerly waiting,0,tamil
unaku yaarathu palaiya friend irukangala nambatha,0,tamil
finally i saw my god thala,0,tamil
padam trailer mooka padamum waste insulting amitab poi sethu thola da ajith sunni,4,tamil
joaquin phoenix vanga thambi enna indha pakkam adhi i have a condition joaquin thambi orrukulla ketu parunga nanga sirikadha area ve kedayadhu,0,tamil
v c r guru edunna modlu bale fansge helu avru start madidare nau end madthivi,0,kannada
she s looking like motu from motu patlu,5,tamil
dai ranjit nee idha parthu film eduka kathuko,2,tamil
six district maravargall saarbaga vazlthukalll,0,tamil
trailer link ah therinjavanga ellarukum share pannunga fans,0,tamil
thantalkaaran paakuran trending ah vara pokuraan,0,tamil
ennada mairu madiri iruku trailer kadavule,3,tamil
ಸತ್ಯವಾಗಲು ಸರ್ ನನಗೂ ಕೂಡ ಹಾಗೆ ಅನಿಸುತ್ತಿದೆ ಕಂಡಿತ ನಾವು ಈ ಸಿನಿಮಾ ಥಿಯೇಟರ್ ನಲ್ಲಿ ನೋಡಲಿಲ್ಲ ಅನ್ನೋ ಬೇಜಾರು ತುಂಬಾ ಆಗಿದೆ,1,kannada
அப்போ இது சிலை கடத்தல் பற்றிய கதை இல்லையா அப்போ ஏன்யா அவரு பேர வெச்சு படமெடுத்திருக்கிங்க,3,tamil
oru manusa 16 years komala irupanga go chiiii,2,tamil
thala super but tapseeye ithukkum irunthu irukkalam,0,tamil
all d best for appu fans,5,kannada
sama thalaaaa i am waiting,0,tamil
yarellam neraya neraya neraya thadava pakuringa,0,tamil
thala vandhalea adhu tharamaru nu soldravanga,0,tamil
ar u a virgin just answer my question adiyellla nadakadhu thalaaaaaaaaaaaaa,0,tamil
who is here after siriki,0,tamil
romba super rajini style full trailer excellent hits super duper hit movie,0,tamil
poradrathu thappuna poradra nilai uravakrathum thappu thaana,3,tamil
10m views man eni vijay na allu adhigama irrukunoon,0,tamil
730k likes reached aairuku pangalingala adichi thookalamaa,0,tamil
intha mari nariya nariya nariya awesome trailer i am waiting for u thala,0,tamil
இங்க எல்லா சாதிலயும் நாடக காதல் நல்ல காதல் இருக்க தான் செய்யுது சாதி பெருமை பேசாம அவங்க சந்திக்கும் பிரச்சினை பற்றி பேசினால் திரெளபதி யை நாமளும் வரவேற்போம்,0,tamil
intha padam kandippa nalla padama irukumnu thonuthu nanga jathi veriyarum illai sathiya mathikathavangalum illai varaimuraiyoda irutha vazhgai nalarukukurathutha ennoda karuthu jathikurathu oru adaiyalam matumtha atha vaju thavara use panna pasangaluku intha padam nalla eduthukattu rishi broooo great come back semmma,0,tamil
dei anils satham ilama unlike potutu irukingla da,3,tamil
ಈ ಹೊಸ ಚರಿತ್ರೆಯ ಅವತಾರ ಇತಿಹಾಸ ಆಗ್ಲಿ ನಾರಾಯಣ nn ಕನ್ನಡ ಸಿನಿಮಾಭಿಮಾನಿ,0,kannada
padam eppa varumo samaya irruku vertrimaran dhanush always mass,0,tamil
enada posukunu virginia ilaya nu ketuta,1,tamil
adei sun picture ivlo nal trending ilama sudden uh 2ku vandrcha,2,tamil
yaru ellam thalaivar padhathuku marana waiting,0,tamil
rajini is world super star rajini kanthnna summavaa,0,tamil
aniruthu yogi b fans hit like,0,tamil
yarellam annamalai theme ketinga anirudh adha ketu indha filmla adichirkaru,2,tamil
super agi akidya guru step nange eshta aithu dance nimge eshta aitha friends n,0,kannada
iyo iyo iyo thalabathi thanda box office king atha thanduna sangu tha santosh narayanan bgm theri,0,tamil
namma thaivar eppomey mass than ya eppo varudhunu sollanuma,0,tamil
ini jenmathhuku meethane hydrocarbon pathhi nenachi kooda paaka mudiyaadhu corporates ela padamum ini adhapathi daan,3,tamil
nin yavag nodidde baggi avn potential muchole,2,kannada
ithu trailer dha innum main picture pakalaela jan 10 therikka poguthu,0,tamil
trailerae padam kaatudhey appoa padam ennennellaam kaatum cannt wait for petta paraaaak fast,0,tamil
superstar movie mass koanjam kooda illa,1,tamil
kv anand camera lovers hit like,0,tamil
movie quality superb,0,kannada
pavam sunaina oda nelamai epdi aiduchu,2,tamil
கமெண்ட் முழுவதும் தமிழ் லா இருக்கு பாக்கவே ரொம்ப சந்தோஷமா இருக்கு,0,tamil
ending la teaser bgm la vara ending vacha inum mass irkum,0,tamil
suriya annan always mass suriya fans kerala,0,tamil
ஏண்டா இப்படி லூசு தனமா டைரக்ட் பண்ணுவீங்க very very poor,2,tamil
chinna kolandha paakra padam naa 3d la vitruklam neraya collection aavathu varum,1,tamil
kannada nigant allli dagar andre enu artha gotta n,1,kannada
marana mokka teaser better than vedalam teaser,4,tamil
சினிமாவின் சைக்கோ மிஷ்கின் சார் வேறலெவல் சார் வாழ்த்துக்கள்,0,tamil
hindi me kab release hoga plz comment,5,tamil
dei suriya vera levelnu solravanga ellam like pannunga,0,tamil
rakshit shetty fans like here,5,kannada
250 time pathuta innaki vidiya vidiya pathukute iruke vendiyathu tha thala da,0,tamil
vivasayi namba aatchi varumla thambi seeman varum kaaaaaaaa,0,tamil
kangana ranaut is super talented yeh to mana padega,5,tamil
அடங்குனா அடங்க கூடாதுனு எங்கன்னா சொல்லருக்காப்ல சிருத்தை குட்டி,3,tamil
விழுப்புரம் கண்டாச்சிபுரம் வட்டம் தி தேவனூர் கிராம இளைஞர் சார்பாக வாழ்த்துக்கள் அண்ணா,0,tamil
indha padathukku mak ah sokka yoscheenga director sir nalla vela,4,tamil
0 40 நீங்க சீண்டி இருக்கிறது அமைதியா படுதிட்டு இருக்கிறா புலிய பாயறதுக்கு ரொம்ப நேரம் ஆகாது ntk,3,tamil
thirumavalavan anbumani pinnadi pora kuttam ila nanga senthamizhan seeman pinnadi pora kuttam nella movie,0,tamil
bigil like kaithi cmnt idhu epdi irruku vj fns like here,1,tamil
padam full ah ajith kathikite irupaaru pola,2,tamil
ngk മെയ് 31 kaappaan aug 30,5,tamil
ilayaraja about bgm ithu oru aanmai illatha vela nuthan sollanum,2,tamil
thalaiva sammama movie kuduthukittu erukkingha vera level teaser we are marana waitingmusic sammama,0,tamil
sema yenga appa military da goli vilaiyadava solli tharuvan,0,tamil
1 38 to 1 50 vera level,0,tamil
pakke thane porai intha kaaliyoda aatteththa,4,tamil
marana waiting singam suriya in kaappaan movie,0,tamil
அடங்க மறு அத்து மீறு திமிரி எழு ரயில்வே தண்டவாளத்தில் பிணமாய் படு பொலீஸ் கிட்ட மாட்டுனா தெரிச்சு ஓடு,0,tamil
அடேய் ஜாதி ஜாதி ஒரே தேவுடியா படமா எடுகிறேக,3,tamil
enada mani rathnam padam mariye illaye vithyasama iruku,0,tamil
thala na la mass than ippa illa eppothum,0,tamil
ಸೂಪರ್ ರಿ ಸರ್,0,kannada
looks good hope siva don t disappoint us,0,tamil
yeevanikuachu pula kutti erudhal oodi poyidu mavane kola gantile erukken kollame vida matten,1,tamil
2 min silence for 43k dislikers,1,tamil
மனதை வருடும் இசை உதயா அண்ணாவின் புதிய மாறுபட்ட தோற்றம் அருமை அண்ணா வெளியிட்டு விழாவிற்கு காத்திருக்கிரோம்,0,tamil
sk fans like maximum 1k like therikka vidunka,0,tamil
ye mujhe dhekna hai link se karo na please,5,tamil
apahal ni trending pasal apa pun aku tak paham v,5,tamil
enaku puryala neenga solrathu patha antha kurippitta jathi kara mattum tha itha pannrana pollachi la 200 rape paradesinga entha jaathi kovil karuvaraivala rape panna orutha ava ena jaathi na islam yan na solranga oru kunatha pakkama ava jaathi ya pakra varaikkum unga madham maan tha verum maan,0,tamil
hip hop aathi anna fans hit like here,0,tamil
naatukku thevaina padam nadicha nadikarkal iyakunar director ku vaalthukkal kandipaa vetri adaiyum,0,tamil
dai ennangada oru sports padam vanthuchuna varusiya verum sports padame varuthu,4,tamil
ஜாதி கூதி எல்லாம் எப்போ டா விடப்போறீங்க இந்த மாதிரி படன் எடுத்து எடுத்து ஜாதியை கொண்டு வரங்களே தவிர அழிக்க நினைக்க மற்றங்க உங்களால் முடிந்தால் sc சாதியை உயர்த்த சாதியை காட்டி ஒரு படம் பண்ணுங்க பார்க்கலாம்,3,tamil
1 35 anandhiiiii fans hit like here,0,tamil
soundarya hi mem uta ayta mem gn,5,kannada
இவரு பாட்ட யாரும் பாடக்கூடாதாம் ஆனா இவரு மட்டும் பீத்தோவன் கம்போசிங்க யூஸ் பண்ணுவாராம்,2,tamil
i love u dore singam,0,tamil
shivanna fans from kerala,5,kannada
100 correct bro,5,kannada
இந்த நாட்டில் ஜாதிமத பேதமின்றி யாரும் யாரைவேண்டுமானாலும் திருமணம் செய்து கொள்ளலாம் தவறில்லை ஆனால் அவர்களின் திருமண வாழ்க்கை பெற்றவர்கள் மனதை வருத்தமடைய செய்தால் அது துரோகம்,0,tamil
edhula aichu nithyamenon last varaik uiyroda irukuma,2,tamil
gvp bgm pakka for vj naa,0,tamil
0 50 pasama irupaar manirathnam படத்துல ipdi dhan thanglish pesanamu,3,tamil
சேலம் மாவட்ட வன்னியர்கள் சார்பாக படம் வெற்றி வாழ்த்துக்கள்,0,tamil
enga thalavar surya anna tha mass,0,tamil
padam super surya anna acting vera levellove u surya anna,0,tamil
niddeburak thumba ne strong iddane guru,0,kannada
hands up,5,kannada
thalaivar ah ile senvanna yarukaga na padam pakanam,1,tamil
iyyo annan polikkm marana mass vere level haters okke ith kanunnundo avo vanthittey inimey,5,tamil
மாபெரும் வெற்றி படமாக பாடமாக அமையும் வாழ்த்துகள் அண்ணா,0,tamil
akshay kumar ku bathila siva kumar ah potrukanum thappu pannitanga,4,tamil
mass dialogue arasiyaluku varuvadhu urudhi idhu 1996 yaara emathura,0,tamil
திமிறி எழுபவள் இவளே இனி திருப்பி அடிப்பவள் இவளே திரௌபதி யார் மேல கை வச்சாலும் வெட்டுவோம் திரௌபதி,3,tamil
கொங்கு பெண் குழந்தைகள் பார்க்க வேண்டிய படம்,0,tamil
harris jayaraj music panni irutha nalla irukum,2,tamil
yavano boli maga comment madidane kannada hero gala movie tamilaru nodbedi anta avan baige kannadigaru yenadru ettidva sulle munde maga,5,tamil
vijay sethupathi fans like here,0,tamil
thala nale masss than trailor masss kamikuthula,0,tamil
you kena tungu lama lagi mahu jumpa saya last malay language,5,tamil
antha 4 8 dislikes baba fans thana hahaha,2,tamil
wick set aagala buy rava looks like vettaikaran,0,tamil
90 s kids madhiri semma,0,tamil
viswasam nu sonna line epdi like panunga,0,tamil
kotha punda eapdi padam oduthunu papomdi jayamravi punda ravi,2,tamil
duplicate video,4,kannada
looks like movie contains some portions of saw 2004 hollywood movie,0,tamil
எங்களுக்கு மண்ணும் பொண்ணும் ரெண்டுமே முக்கியம் யார் கைய வெச்சாலும் விட மாட்டோம் னு சொல்லுறாங்க 8 வழி சாலை நியூட்ரினோ மீத்தேன் நாசகார திட்டதுக்கு அரசு நிலத்தை கையகப்படுத்தும் போதும் பொள்ளாச்சி பாலியல் வழக்குல ஆண்ட சாதி கூப்புல உக்காந்து இருந்தீங்களா ராஜா tamilnadu is divided by caste no one can t save tamilnadu because of the caste,0,tamil
ivaruku vayasu agala vayasu koranchukitu iruku,0,tamil
tumba olle vishya tilsidira geleya ellaru prayatna madona,0,kannada
ellarum kaithi like bigil cmt than soldranuga thavira oru payanum trailer pathi pesa matranuva,4,tamil
anushkayo nayanso thamannayo illel navya nairo meera jasmino illayo enthinaa,5,tamil
i love vjs,0,tamil
ಏನ ಕೊಟ್ಟಿದ್ದೀಯ ಗುರು ಯೇಪ್ಪ ನಾನು ಏನ ಏನ ಬೈಬೇಕಿತು ಅದನ್ ಎಲ್ಲ ಬೈದಿದಿಯ ದೇವುಡ್ ಈವಲಾ ಅಮ್ಮನ ಎಲ್ಲರ ಘು ಸರಿ ಯಾಗಿ ಕೊಟ್ಟಿಡಿಯ ನಾನು ಅಂತೂ ನಿಂಗೆ ದೊಡ್ಡ ಅಭಿಮಾನಿ ಆಗಿ ಬಿಟ್ಟೆ,0,kannada
ಹಲೋ ದಿಯಾ ಸಿನಿಮಾ ಸಂಬಂಧಪಟ್ಟವರು ನಿಮ್ಮ ಅಕೌಂಟ್ ಡೀಟೇಲ್ ಕೊಡಿ ದುಡ್ಡು ಹಾಕ್ತೀವಿ ಪ್ಲೀಸ್ ಕೊಡಿnಪ್ಲೀಸ್,0,kannada
dai sanni payalaga rajini pathiii ethavathu sollalana thukam varathdaaa mutttall pasangala,1,tamil
bgm vera level la irukku theatre la paka innum bangama irukkum pola,0,tamil
dialogues than konjam mokka anyway massss,4,tamil
மாபெரும் வெற்றிக்கு தல ரசிகர்கள் சார்பில் வாழ்த்துக்கள்,0,tamil
kommala 2019 en thalaivanukku thaa surya anna nee semma gethu killer trailer,0,tamil
வணக்கம் டா மாப்ள வேதாரண்யத்துலேருந்து தரமான சம்பவம் காத்துட்டு இருக்கு,0,tamil
இங்கு காதல் தவறு இல்லை நாடக காதல் தான் பிரச்னை we support super,0,tamil
lalettante scenes eneem venamennu thonni poyi,5,tamil
yaarellam saamy² trailer paathutu inka vaareanka,1,tamil
hiphop tamizha music altimate trailer last rajini sir troll semma naan arasiyalukku varuvathu uruthi rajini sir dialogue semma,0,tamil
திரைப்படம் வெற்றி பெற வாழ்த்துக்கள் மாவீரன் குரு பக்தன்,0,tamil
thala ajith super movie 2019 ini vereoru level ayirikum thala ajith,0,tamil
now 28k dislikes,3,kannada
semma trailer yavanukkavadu pondati kolandha kutti sentiment gintiment irundha appadiye oodi poyidu msg to someone,1,tamil
yaaru da anda dislike panna,0,tamil
ರಾತ್ರಿ ಫುಲ್ ನ್ಯೂಸ್ ಗಾಗಿ ಕಾಯುವ ಉಡುಪಿ,0,kannada
guys thalaivar fans ellarum like pannunga viswasam trailer likes ah cross pannanum,2,tamil
semma semma cg and semma background,0,tamil
super video bro,0,kannada
ee dislike kondu ningal enthu needunnu,5,tamil
super thala suriya anna fans support thalaiku eppovom irukum,0,tamil
semmaya iruku thalaiva i am waiting,0,tamil
irungada enga annan blue satta review solatom,1,tamil
mujhe kuch samajh sirf vfx tu achh hai hai lekin utna dam nahi jitna zero ka trailer me hai,5,tamil
kuch bhi accha nahi dekh raha hai,5,tamil
niche mat hona pura south pagal gaya hai,5,tamil
namma mind vera angaye poguthe maatran,0,tamil
gentleman trailer kis ko pasand aya hynmujy bohot acha laga hy nap ko,5,kannada
awalegia gandane yake hadabeku bere yaradru hadabhdal,1,kannada
namma manigu banndidda ashwathama,1,kannada
bgm semma santhosh narajanan sir mass,0,tamil
இது படம் அல்ல காவியம் என்று தான் சொல்ல வேண்டும்,0,tamil
தேவேந்திர குல வேளாளர் சார்பாக வாழ்த்துக்கள் கலப்பு திருமணம் செய்ய தூண்டும் மதமாற்றம் செய்ய துடிக்கும் இந்து மக்களை எதிர்கும் திருட்டு குருமா குரூப் ஒழுங்கா திருந்துங்க இல்லை என்றால் திருத்த படுவீர்கள்,0,tamil
flop movie boring,4,kannada
amaa eppa yenna panna poromm ahaaaa sweet sapdaa poroomm,0,tamil
suriya s golden days are back ngk kaappaan sooraraipottru suriya39 anbaana fans ku kondattam,0,tamil
selva anna ur rocking u1 pakka marana mass,0,tamil
appadiyellam solla kudaaathu super bro,0,tamil
super much much better than zero and toh,0,tamil
கொங்கு வேளாள கவுண்டர் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள ்,0,tamil
inna pa trailer supera irukku pakalam padam eppdi irukkum nu nalla iruntha santhosham,4,tamil
ಪೃಥ್ವಿ ಅವ್ರು ಕಾಸರಗೋಡಿನವರು ಅಂತ ಕೇಳಿ ತುಂಬಾ ಖುಷಿಯಾಯ್ತು,0,kannada
y soorya dress like a bar tender,2,tamil
