text,true_label,true_label_name,pred_muril,pred_muril_name,pred_xlm-roberta,pred_xlm-roberta_name,pred_mbert,pred_mbert_name,correct
நாடகக்காதல் கும்பலுக்கு இந்தப்படம் மாதிரி பொள்ளாச்சி செக்ஸ் பட பாய்ஸ்க்கும் ஒரு படம் எடுங்க மோகன்ஜி,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
இங்கோத்தா உங்களால இந்த ஊர்லயே இருக்க முடியாது போலியேடா நா பஞ்சம் பொழைக்க forgien போறன்டா நாசமா போறவைங்களா சாதி படமா எடுத்து சாவுங்கடா,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,4,Offensive_Targeted_Other,False
otha thalaiva selvaraghavan pinni pedal edthurkiye vera level,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
vijay sethu pathi annai ninakk commercial settavaly,4,Offensive_Targeted_Other,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
250 screens nu mela kedaichi irundha kaithi dhan mass pani irukum,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
superuuuuuuuu mannu and ponnu kai vecha vettuvom,0,Not_offensive,3,Offensive_Targeted_Group,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,False
ada ponga da dai nanga 90 kids da,0,Not_offensive,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,1,Offensive_Untargeted,False
karthi key verithanamana thalapathy oda entry euppudi erukoma aandavaaaaaaa,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
rajni is rajni no one can take place of him,0,Not_offensive,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
போராடுவதே தப்புனா போராடுர சூழ்நிலை உருவாக்குவதே தப்பு தானே காப்பான்,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
rajini per sonnatha padame odum pola,0,Not_offensive,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
appapo vanthu thalaya paathutu comment panravanga like pannunga,3,Offensive_Targeted_Group,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
ennaiku inda theva illadha song dance logic illadha fight ah lam vida poreenga,0,Not_offensive,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,1,Offensive_Untargeted,False
vetrimaran dhanush combo polladhavan aadukalam vada chennai asuran loading,0,Not_offensive,1,Offensive_Untargeted,0,Not_offensive,1,Offensive_Untargeted,False
viswasam reach aitunu petta kevalamaa pesathingu thala solrar pola,0,Not_offensive,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
kaali attam arambam allu silra ela odidu,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,5,not-Tamil,False
paga paga paga uthama villain theme music madre irukku,3,Offensive_Targeted_Group,1,Offensive_Untargeted,1,Offensive_Untargeted,0,Not_offensive,False
adiii thoooollll kolu mass we are waiting yaarulam wait panringa movie ku,1,Offensive_Untargeted,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
intha moviea walentinesdaykku 14 02 2020 relese pandrathukku bathilaa 15 02 2020 morattu singles daykku relese pannalam,0,Not_offensive,0,Not_offensive,1,Offensive_Untargeted,3,Offensive_Targeted_Group,False
auto likes views 20k likes 64k,0,Not_offensive,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,1,Offensive_Untargeted,False
dai kadaisi varaikum vidhya balan na kaatave illaye y ajith sir ku jodi vidhya balan but avangala trailer la kaamikave illaye,1,Offensive_Untargeted,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
gv prakash pei aatam potrukaru indha gv ya than ya nanga edhirpakurom use earphones,1,Offensive_Untargeted,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,0,Not_offensive,False
ok flashback le gramathula etho thee pudichu erituthu athula baathika padra hero appa surya vodaya paiyan surya padichu nsg le sernthu pm manasaya mathuraru,0,Not_offensive,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
சினிமாவில் மட்டுமே இந்த மாதிரி வசனங்கள் பேச முடியுமே தவிர நிஜ வாழ்க்கையில் சீமானை தவிர யாராலும் பேச முடியாது,0,Not_offensive,0,Not_offensive,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,False
போராடுவதே தப்பு என்றால் போராடுவதற்கான சூழ்நிலையை உருவாக்கியதும் தப்பு,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
coma li itha vida better title kidaikathu,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,5,not-Tamil,False
heh vedalam teasar ahh break pannitom,3,Offensive_Targeted_Group,1,Offensive_Untargeted,0,Not_offensive,0,Not_offensive,False
வெகு நாட்களாக இப்படி உண்மையை போட்டு உடைக்கும் சமூக அக்கறையுள்ள திரைப்படத்தை தான் எதிர்ப்பார்த்து காத்துக்கொண்டிருந்தேன் அடுத்தவர் வீட்டு பெண்களின் மீது கை வைக்கும் நாய்களுக்கான படமாக இருக்கிறது கபாலி காலா பரியேறும் பெருமாள் போன்ற படங்களை போன்று இப்படத்தையும் ஒரு திரைப்படமாக பார்க்கவும் வீணாக இப்படத்தின் மீது தவறான ஜாதி சாயத்தை பூசாதீர் திரௌபதி துகிலுரிந்த காலம் சென்று அவளின் மானம் காக்கப்படட்டும் இப்படம் மாபெரும் சமூக மாற்றத்தோடு வெற்றியடைய மனமார்ந்த வாழ்த்துக்கள் இப்படிக்கு சாதாரண மனிதனில் ஒருவன்,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
2 14 engalukku mannu ponnu rendumey mukkiyam,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,1,Offensive_Untargeted,False
iwanellam oru hero welanginamaditan tamil cinema,2,Offensive_Targeted_Individual,0,Not_offensive,2,Offensive_Targeted_Individual,0,Not_offensive,False
etho onnu miss aguthu pa etho onnu,1,Offensive_Untargeted,0,Not_offensive,1,Offensive_Untargeted,3,Offensive_Targeted_Group,False
vj pans r reaaly anils kvlama ila thu intha trailar kuda dislike panranuga childra naainga thala da than rasiganukaga uyirai kuduthu doop podama ella scenenum nadikra orae actor the ultimate kingmaker thala ajith kumar da,0,Not_offensive,3,Offensive_Targeted_Group,1,Offensive_Untargeted,3,Offensive_Targeted_Group,False
உன் கூட இருக்கறதுதான் சந்தோஷம்கிறது விட நீதான் என் சந்தோஷம்னு சொல்லுவ,0,Not_offensive,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,False
இந்த நாட்டுல ஒவ்வொன்னும் ஒரு விதமான பைத்தியம் அவனுக்கு நாட்டுமேலயே பைத்தியம்,0,Not_offensive,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,False
thalaiva unna adichukka inimelum poranthu yarum vara porathu illa,0,Not_offensive,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,1,Offensive_Untargeted,False
yepudi dislike poduranga thalaivar ah ipadi pathum vera yepudi dan ungaluku pudikum mass marana mass ah vara pogudhu petta,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
நம்ம சதிகாரன் மட்டுமே பயிர்செய்து நூல் நெய்து ஆடை செய்தால் மட்டுமே நான் ஆடை அணிவேன் என்றால் எல்லோரும் அம்மணமாகத்தான் திரியணும் இதற்கு நமக்கு சம்மதமா தலித்களை எதிர்க்கும் போது இருக்கும் ஒற்றுமை மற்ற விஷயங்களுக்கு நாம் செய்தால் நாடு நல்லா இருக்கும்டா நாடக காதல் என்று சொல்லி நம்ம பொண்ணுங்களை நாமே அசிங்கப்படுத்த வேண்டாம்,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
அய்யா சத்திரிய குஞ்சுகலா உங்ககிட்ட உள்ள சொத்தே ஒரு மட்ட கம்பு கொத்தனார் கரண்டி இதை நாங்க வேற அபகரிக்க போரமா காமெடி பன்னாதிங்கடா,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,4,Offensive_Targeted_Other,False
ஆளபோறான் தமிழன் 50m touch பண்ணிருச்சு இவனுங்க இன்னும் 15m தாண்டாமா முக்கிட்டு இருக்கானுங்க,1,Offensive_Untargeted,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
heyyyyyyy indhu 96 yaara emaatha paakuringa,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,3,Offensive_Targeted_Group,False
யார்ரா யார்ரா இவன் ஊர கேட்டா தெரியும் ஊர காப்பான் இவன் உயிர காக்கும் பைரவா மோதி மோதி பாரு இவன் கெத்தும் உனக்கு புரியும் இவன் பத்து விரலும் பத்து கத சொல்லும் இவன் கண்ண பாத்து முன்ன நிற்பதாறுடா விண்ண பிளக்கும் வசூல் மன்னன் பாருடா புயலும் கூட இவன் கண்ண பத்து விலகும் எமனும் கூட இவன எட்டி நின்னு பாப்பான் சுத்தி முத்தி பாரு எங்கும் இவன் கூட்டம் முன்ன நின்னு பாரு நின்னு போகும் உன் ஆட்டம் எந்த ஊரு இவன் சோறு போடும் ஊரு ஊர கேளு நெல்லையினு பேரு தண்ணி கேட்டா தண்டிப்பவன் யாருடா தட்டி கேப்பான் பைரவா பாருடா வர்லாம் வர்லாம் வா வர்லாம் வா பைரவா,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
vadachennai ku award miss aairchu aana asuran ku national award miss aagama dhanush and vettrimaran paarthukuvanga,0,Not_offensive,0,Not_offensive,1,Offensive_Untargeted,3,Offensive_Targeted_Group,False
costumes and dance no words to say thalaiva ungaluku inum vayasu aagala,0,Not_offensive,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,False
0 48 mansushan intha vayasulaium odamaba eppdii vachrukarar,0,Not_offensive,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,False
idhu ennada irumbu thirai part 2 ba illey idhu hero,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,False
அடப்பாவிங்களா இந்த ட்ரைலெர்யுமா டா dislike பண்ணுவீங்க,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,4,Offensive_Targeted_Other,False
indha trailer pudikalana avan tamil cinema rasigan illa wokka makka therikkudhu,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
ஜெயம் ரவி மாதிாி வ௫வனு பாத்தா நிழல்கள் ரவி மாதிாி வர entertainment guarantee,2,Offensive_Targeted_Individual,0,Not_offensive,2,Offensive_Targeted_Individual,0,Not_offensive,False
bigil ivanum equalava maintain pannrana,1,Offensive_Untargeted,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
intha kazhuluga kfc chicken maathiri panni kuduthaangalam 1st vfx company,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,1,Offensive_Untargeted,False
seems to be similar to malayalam movie chinthaamani kolakkese,0,Not_offensive,0,Not_offensive,5,not-Tamil,1,Offensive_Untargeted,False
anil kunjinga 38 per unlike panni irukkunga potta payalunga l,3,Offensive_Targeted_Group,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
ipa 4peru varuvanga like bigil comments jadanu eppa dai mudiyala ovvoru teaser layum unga attuliyam,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,False
semaa mokkai da thala fan s ku treat guarantee,3,Offensive_Targeted_Group,0,Not_offensive,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,False
ppa vera level veri yerutu idhu than marana mass,1,Offensive_Untargeted,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
bgm nice but onum solra maari illa,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,0,Not_offensive,False
indha trailer ku en da unlike panirkinga,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,4,Offensive_Targeted_Other,False
என்னடா பண்ணி வச்சிருக்கீங்க அந்த அம்மாவ,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,4,Offensive_Targeted_Other,False
2 11 vayasana kalathule ethukku thalaiva theva ilata velai,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,0,Not_offensive,1,Offensive_Untargeted,False
இந்தப் படத்தை விரும்பாதவர்கள் பொறாமை பிடித்தவர்கள்,3,Offensive_Targeted_Group,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
தமிழ்நாட்டுல சத்ரியனுங்க எல்லாரும் ஒன்னு ஆகணும் அப்போ தான் மாமாவளவன் குரூப்பு அடங்கும் என்ன ஆட்டம் போட்டிங்க டா டேய் r r சத்ரியனுங்க ஒன்னு கூடின நீங்கே காலி டா கவுண்டன் தேவர் நாடார் எல்லாரும் ஹிந்து மதத்தை காக்கும் தெய்வங்கள் டா,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
ithu sambhavam nalla pratheesha oke koduth last valipp aakkumennu ethra perku thonunundu,4,Offensive_Targeted_Other,5,not-Tamil,5,not-Tamil,1,Offensive_Untargeted,False
otha kola mass ya vijaysethupathi simbu,0,Not_offensive,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,False
vera maari irukkum parunga da deii,0,Not_offensive,3,Offensive_Targeted_Group,1,Offensive_Untargeted,4,Offensive_Targeted_Other,False
prabudeva nadandhu varradhe dance mathiri daan iruku,0,Not_offensive,3,Offensive_Targeted_Group,0,Not_offensive,2,Offensive_Targeted_Individual,False
r u verjin semma mass question,1,Offensive_Untargeted,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
movie super but manju varrior verry boring manju,1,Offensive_Untargeted,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,5,not-Tamil,False
வேற லெவல் சூப்பர் ஹீரோ படம் போல வாழ்த்துக்கள் ரவி கோமாளி,0,Not_offensive,0,Not_offensive,0,Not_offensive,2,Offensive_Targeted_Individual,False
enna ma irukkanga vani bhojan appapa,0,Not_offensive,0,Not_offensive,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,False
gandhi kku adhu disease u athu engalukku habbit u like those who agree,2,Offensive_Targeted_Individual,0,Not_offensive,3,Offensive_Targeted_Group,0,Not_offensive,False
சுயஜாதி பெருமை பேசுவதால் நமக்கு ஒரு காசுக்கு பிரேஜனம் இல்லை எந்த ஜாதி தலைவரும் இனி வரும் காலத்தில் நாம் எப்படி பொருளாதாரத்தில் முன்னரே வேண்டும் என்பதை பற்றி பேசமாட்டார்கள் எல்லா மதத்திலும் ஜாதியிலும் நல்லவனும் கெட்டவனும் இருக்கிறான் நம் வீட்டில் இருக்கும் பெண் பிள்ளைக்களை பாசத்துடனும் தன்னம்பிக்கையுடனும் வளர்த்தால் அவர்களுக்கு எது நாடக காதல் என்று புரியும் என்னுடைய பதிவை பார்த்து என்னை ஏசுவதால் என்னக்கு ஒரு மயிர் கூட பிரயோஜனம் இல்லை,3,Offensive_Targeted_Group,0,Not_offensive,3,Offensive_Targeted_Group,0,Not_offensive,False
avanugaluku ellathukum free seat caste base panni venum ana caste nadaimurai la irukka koodadhu padhi dash pasanga caste aa vechi dhan da vela mariyru vangunanunga echa pasanga,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
idha idly nu sonna chutney kooda nambadhu da,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,1,Offensive_Untargeted,False
suyamava aprm enna mayruku krish mask copy adichu vachuruka,3,Offensive_Targeted_Group,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,False
teaser is on fire lalettan and suriya vera level kaappaan and saaho same day release aug 15 anjaan kapram release aagumaaaa,3,Offensive_Targeted_Group,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
taana tube light and naan sirithal maritha irukum pola,2,Offensive_Targeted_Individual,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
this movie plot look like a conair,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
இளையதளபதி புரட்சிதளபதி இளைய சூப்பர்ஸ்டார் இன்னும் எத்தனை எழுத்துக்கள் வந்தாலும் நின்னு அடிக்கும் இரண்டே எழுத்து தல,2,Offensive_Targeted_Individual,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
அவன் வீட்டு பொண்ண விட அடுத்த வீட்டுப் பொண்ணுங்க மேல அப்புடி என்னடா உங்களுக்கு ஆசை அனைத்து செட்டியார் இன மக்கள் சாரபாக படம் வெற்றி பெற வாழ்த்துக்கள்,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
vj aj fans kita prachana vara kudathunu rendu peroda movie scene vechu irukan,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
rajini நா கண்டிப்பா அரசியலுக்கு வருவேன் jayam ravi ஹேய் இது 1996 புரிஞ்சவங்க மட்டும் லைக் பன்னுங்க,0,Not_offensive,0,Not_offensive,0,Not_offensive,2,Offensive_Targeted_Individual,False
ஒரு தவறு செய்தால் அதை தெரிந்து செய்தால் அவன் தேவன் என்றாலும் விடமாட்டேன்,1,Offensive_Untargeted,0,Not_offensive,0,Not_offensive,4,Offensive_Targeted_Other,False
nee konjam koottathode vandha nere ulle viduvanne nenecha,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
enga aandavar big boss 2 seasonla sambadhichadha apdiye padathula potutabla,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,0,Not_offensive,False
vetri ne dhanusha pudiche thongitu iru,2,Offensive_Targeted_Individual,0,Not_offensive,2,Offensive_Targeted_Individual,0,Not_offensive,False
jathi matham illanu umbarakka chast vachu padam edukkuringka loosu pundaikala,1,Offensive_Untargeted,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
thirumamavalavan una mari aluku da ithu,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,1,Offensive_Untargeted,False
rajini sir plssss actor ah ve irundhudunga plsssss,0,Not_offensive,0,Not_offensive,0,Not_offensive,2,Offensive_Targeted_Individual,False
thumbnail la vjs vaikama vitutinga so views kammi ah thaan varum,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
சர்ச்சைகள் குறித்த கவலையே வேண்டாம் கவர்மெண்ட்டே கவுண்டன் கைலதான் இருக்கு,0,Not_offensive,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,False
all the best south superstar karnataka stylish superstar badhshaa kichcha sudeep anna biggest fans,0,Not_offensive,0,Not_offensive,5,not-Tamil,5,not-Tamil,False
சாதி வெறியர்களுக்கு சாட்டையடி கொடுக்க வருகிறது நாடோடிகள் 2,3,Offensive_Targeted_Group,0,Not_offensive,3,Offensive_Targeted_Group,0,Not_offensive,False
aga chirantha bothai pechu bothai,0,Not_offensive,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,False
kaithi padam pathutu vandhu trailer paka vandhathu yaaru,0,Not_offensive,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,1,Offensive_Untargeted,False
aday telugu paiyangala unga bahubali record ah thookitu odunga 2 o comming,1,Offensive_Untargeted,1,Offensive_Untargeted,5,not-Tamil,3,Offensive_Targeted_Group,False
pullingo gethi ayya saami bigiloda pls kaithiya vidatheenga,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,False
haiyooo hero roll ku indhe munji sariye waradhu,1,Offensive_Untargeted,1,Offensive_Untargeted,5,not-Tamil,5,not-Tamil,False
intha kizhatu kosu thollai thanga mudiyala,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,1,Offensive_Untargeted,False
watha sunningala sutha mooditu summa irunga da like kettu picha eduthutu irukkinga idhukku badhila yaaru poolayachum poi oombunga da,4,Offensive_Targeted_Other,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
முக்குலோத்தோரின் சார்பாக ப பா டம் வெற்றியடைய வாழ்த்துக்கள் பா ரஞ்சித் இப்ப எப்படி இருக்கு சூத்துல சுன்னாம்பு தடவுன மாதிரி இருக்கா,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
manju chechi fans undo like adich pottikk,0,Not_offensive,5,not-Tamil,5,not-Tamil,5,not-Tamil,False
i sense amy jackson as a villain,1,Offensive_Untargeted,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
adhu ngk illa da ntk eeman,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,False
hay ithu 96 yara yamathureenga,0,Not_offensive,1,Offensive_Untargeted,3,Offensive_Targeted_Group,1,Offensive_Untargeted,False
potta teaser eee myru padam moonchipovum,3,Offensive_Targeted_Group,1,Offensive_Untargeted,1,Offensive_Untargeted,0,Not_offensive,False
naatula avan avan padam edukka mudiyama eduthutum release panna mudiyama finance prachanai la irukkan nee mattum epdiya correct aana interval la padam release pannite irukka athum release aagurathellam sariya collection aaguthaanne therla,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,0,Not_offensive,False
yogi babu hair cut climax scene la,0,Not_offensive,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
kola maass ithu padam from vijay fans aanal kandippa ngk flop,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,1,Offensive_Untargeted,False
என்னடா கையாலயே சுடுரான் நா அப்படியே ஷாக் ஆய்ட்டேன்,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,False
dei ennada panni vechu rukinga pink padam pochada,1,Offensive_Untargeted,3,Offensive_Targeted_Group,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,False
seems like thunga vanam malaysian version,5,not-Tamil,2,Offensive_Targeted_Individual,0,Not_offensive,4,Offensive_Targeted_Other,False
செருப்பை சனில முக்கி அடிச்ச மாருதி ஒரு படம் வெற்றிபெற வாழ்த்துகள் வல்லம்பர் பேரவை காரைக்குடி tn 63 boys,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,False
katta waiting 2 0 shankar magic,0,Not_offensive,5,not-Tamil,5,not-Tamil,5,not-Tamil,False
pora pokku la rajini ooti vittu teengalae,0,Not_offensive,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
unlike basters all,1,Offensive_Untargeted,3,Offensive_Targeted_Group,1,Offensive_Untargeted,4,Offensive_Targeted_Other,False
friends 1 07 la vara scene movie la epa varum padam pathavanga sollunga yaravadhu,1,Offensive_Untargeted,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
nada mokkaya iruk kaala kabali mathiri oruk,1,Offensive_Untargeted,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,False
அந்த 11k unlike பன்னவன பாத்து கேக்குரேன் இதுக்கு மேல என்னடா வேனும் பைத்தியம் புடிச்ச பங்கார நாய்ங்களா,1,Offensive_Untargeted,3,Offensive_Targeted_Group,4,Offensive_Targeted_Other,4,Offensive_Targeted_Other,False
eppa pah film a release pannuwiga,0,Not_offensive,0,Not_offensive,0,Not_offensive,1,Offensive_Untargeted,False
1ndian பாதுகாப்பு அமைப்பை மிகவும் மோசமாக சித்தரித்த இந்த படத்திற்கான பாதை மிகவும் மோசமானது எங்கள் அமைப்பு ஒரு சில காட்சிகள் உங்களுக்கு அதிர்ஷ்டம் இல்லை என்று நினைக்கிறேன் திரு மோகன்லால் அவர் மிகவும் புத்திசாலித்தனமான நடிகர் ஆனால் சில,3,Offensive_Targeted_Group,0,Not_offensive,2,Offensive_Targeted_Individual,0,Not_offensive,False
yuthamthan mudivu pannittengalla what a dialogue dialogue writer yaaru,0,Not_offensive,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,False
அடேங்கப்பா thala speech ketukitte erukkanum pola erukku,0,Not_offensive,0,Not_offensive,0,Not_offensive,1,Offensive_Untargeted,False
பொள்ளாச்சி விசயத்துல எல்லா சாதி காரங்களும் என்னப்பா செஞ்சீங்க அப்ப தெரியலையா யாரு நாடக காதல் கும்பல்னு,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
ennada viswasam mersal sarkar madhri time la likes and views create pannalayae,3,Offensive_Targeted_Group,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,False
siva sir viswasatha next pongal 2020 la release pannunga thalaivar sema gandla irrukaru,1,Offensive_Untargeted,1,Offensive_Untargeted,0,Not_offensive,2,Offensive_Targeted_Individual,False
no of dislikes la theriyudhu idha yaru dislike panni irrupanga nu,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
sir manasula perriya hero nu nennapo straight ah thala thalapathi ku poitaru orrey mari songs orru friendship story vera edvadhu think pannunga please evalo naal dhan engineering vechi ottuveenga,3,Offensive_Targeted_Group,0,Not_offensive,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,False
bigil trailer dei yapa dream warrior bayam varanum,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
evla periya tesar padathe relish panirukkalam,3,Offensive_Targeted_Group,1,Offensive_Untargeted,0,Not_offensive,0,Not_offensive,False
dei ennada conair padatha kavuthi pota madiri iruku unga kaithi r thiruttu payale lokesuh,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,1,Offensive_Untargeted,4,Offensive_Targeted_Other,False
thalapathi fan but vijaysethupathi romba pudikkum,0,Not_offensive,0,Not_offensive,0,Not_offensive,2,Offensive_Targeted_Individual,False
karthi vere lvl evan anu serikum suryade chettan,5,not-Tamil,0,Not_offensive,5,not-Tamil,0,Not_offensive,False
indha dalit attooliyatha kekka aal illa ithana naala yeppavum dalit odukkappattavargal mathvanga ellarum kettavanga aana ivanga latchanam ennanu namma ellarkum theriyum thiruma pa ranjith ku pinnala pora kottathoda pecha paathe therinjikkanga ivangellam yaaru nu,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
raja da nu solra matthiri erukuthu,0,Not_offensive,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
